id,rating,critic,top_critic,publisher,date
3,8.0,rob james,0,Total Film,2012-06-11
3,8.0,norman wilner,0,NOW Toronto,2012-06-08
3,8.0,david nusair,0,Reel Film Reviews,2012-06-08
3,8.0,bruce kirkland,0,Jam! Movies,2012-06-07
3,8.0,catherine bray,0,Film4,2012-06-03
3,8.0,jon frosch,0,France24,2012-05-30
3,8.0,chris bumbray,0,JoBlo's Movie Emporium,2012-05-30
3,8.0,kimberly gadette,0,Doddle,2012-05-29
3,8.0,robbie collin,0,Daily Telegraph (UK),2012-05-26
3,8.0,simon gallagher,0,Film School Rejects,2012-05-26
3,8.0,richard corliss,1,TIME Magazine,2012-05-25
3,8.0,peter howell,1,Toronto Star,2012-05-25
3,8.0,damon wise,0,Empire Magazine,2012-05-25
3,8.0,guy lodge,0,HitFix,2012-05-25
3,8.0,lee marshall,0,Screen International,2012-05-25
3,8.0,todd mccarthy,1,Hollywood Reporter,2012-05-25
3,8.0,david jenkins,0,Little White Lies,2012-05-25
3,8.0,dave calhoun,1,Time Out,2012-05-25
3,8.0,owen gleiberman,1,Entertainment Weekly,2012-05-25
3,8.0,peter bradshaw,0,Guardian,2012-05-25
3,8.0,emanuel levy,0,EmanuelLevy.Com,2012-12-25
5,8.0,david ansen,1,Newsweek,2018-02-26
5,8.0,brian costello,0,Common Sense Media,2016-07-12
5,8.0,emanuel levy,0,EmanuelLevy.Com,2011-06-07
5,8.0,michael dequina,0,TheMovieReport.com,2005-09-10
5,8.0,frank wilkins,0,ReelTalk Movie Reviews,2003-12-03
5,8.0,no critic,0,Spirituality and Practice,2002-08-27
5,8.0,cole smithey,0,ColeSmithey.com,2005-10-10
5,8.0,chuck o'leary,0,Fantastica Daily,2005-10-09
5,8.0,philip martin,0,Arkansas Democrat-Gazette,2005-04-28
5,8.0,eric melin,0,Lawrence.com,2004-08-24
5,8.0,dragan antulov,0,rec.arts.movies.reviews,2003-11-05
5,8.0,carol cling,0,Las Vegas Review-Journal,2003-08-22
5,8.0,jeanne aufmuth,0,Palo Alto Weekly,2003-05-14
5,8.0,james rocchi,0,Netflix,2002-11-07
5,8.0,rob blackwelder,0,SPLICEDWire,2002-08-21
5,8.0,no critic,1,Globe and Mail,2002-04-12
5,8.0,james berardinelli,1,ReelViews,2000-01-01
5,8.0,roger ebert,1,Chicago Sun-Times,2000-01-01
5,8.0,madeleine williams,0,Cinematter,2000-01-01
5,8.0,steve rhodes,0,Internet Reviews,2000-01-01
5,8.0,susan stark,1,Detroit News,2000-01-01
5,8.0,marjorie baumgarten,0,Austin Chronicle,2000-01-01
5,8.0,scott renshaw,0,rec.arts.movies.reviews,2000-01-01
6,8.0,malcolm johnson,0,Hartford Courant,2018-04-25
6,8.0,gene siskel,1,Chicago Tribune,2014-04-25
6,8.0,kenneth turan,1,Los Angeles Times,2014-04-25
6,8.0,terrence rafferty,1,New Yorker,2014-04-25
6,8.0,carrie rickey,1,Philadelphia Inquirer,2014-04-25
6,8.0,david sterritt,0,Christian Science Monitor,2014-04-25
6,8.0,jeff shannon,1,Seattle Times,2014-04-25
6,8.0,michael wilmington,1,Chicago Tribune,2014-04-25
6,8.0,jay boyar,1,Orlando Sentinel,2014-04-25
6,8.0,richard schickel,1,TIME Magazine,2014-04-25
6,8.0,leah rozen,0,People Magazine,2014-04-25
6,8.0,adrian turner,0,Radio Times,2014-04-25
6,8.0,candice russell,0,South Florida Sun-Sentinel,2014-04-25
6,8.0,gary thompson,0,Philadelphia Daily News,2014-04-25
6,8.0,jack kroll,1,Newsweek,2013-01-18
6,8.0,david nusair,0,Reel Film Reviews,2012-03-29
6,8.0,john j. puccio,0,Movie Metropolis,2012-03-01
6,8.0,betty jo,0,ReelTalk Movie Reviews,2012-02-09
6,8.0,owen gleiberman,1,Entertainment Weekly,2008-11-05
6,8.0,no critic,0,Film4,2008-11-05
6,8.0,no critic,0,TV Guide,2008-11-05
6,8.0,ian nathan,0,Empire Magazine,2008-11-05
6,8.0,jonathan rosenbaum,1,Chicago Reader,2008-11-05
6,8.0,todd mccarthy,1,Variety,2008-06-09
6,8.0,rob gonsalves,0,eFilmCritic.com,2007-01-20
6,8.0,no critic,0,JoBlo's Movie Emporium,2006-05-06
6,8.0,emanuel levy,0,EmanuelLevy.Com,2006-04-12
6,8.0,jake euker,0,"F5 (Wichita, KS)",2006-02-09
6,8.0,no critic,1,Time Out,2006-01-26
6,8.0,michael dequina,0,TheMovieReport.com,2004-01-11
6,8.0,alex sandell,0,Juicy Cerebellum,2003-11-13
6,8.0,kevin a. ranson,0,MovieCrypt.com,2003-09-08
6,8.0,janet maslin,1,New York Times,2003-05-20
6,8.0,monica hayde,0,Palo Alto Weekly,2003-05-20
6,8.0,nell minow,0,Movie Mom,2002-08-30
6,8.0,no critic,0,Spirituality and Practice,2002-08-26
6,8.0,john oliver,0,Katrillion.com,2002-08-23
6,8.0,dragan antulov,0,rec.arts.movies.reviews,2002-08-05
6,8.0,scott weinberg,0,eFilmCritic.com,2002-07-26
6,8.0,james berardinelli,1,ReelViews,2000-01-01
6,8.0,roger ebert,1,Chicago Sun-Times,2000-01-01
6,8.0,hal hinson,1,Washington Post,2000-01-01
6,8.0,desson thomson,1,Washington Post,2000-01-01
6,8.0,marjorie baumgarten,0,Austin Chronicle,2000-01-01
6,8.0,steve rhodes,0,Internet Reviews,2000-01-01
6,8.0,chris hicks,0,Deseret News (Salt Lake City),2000-01-01
6,8.0,christopher null,0,Filmcritic.com,2000-01-01
6,8.0,mick lasalle,1,San Francisco Chronicle,2000-01-01
6,8.0,scott renshaw,0,rec.arts.movies.reviews,2000-01-01
6,8.0,jules brenner,0,Cinema Signals,2005-08-17
6,8.0,greg maki,0,"Star-Democrat (Easton, MD)",2005-02-05
6,8.0,mark r. leeper,0,rec.arts.movies.reviews,2004-10-21
6,8.0,carol cling,0,Las Vegas Review-Journal,2004-05-14
6,8.0,frank swietek,0,One Guy's Opinion,2003-12-02
6,8.0,rebecca murray,0,About.com,2003-02-21
6,8.0,mark palermo,0,"The Coast (Halifax, Nova Scotia)",2002-10-13
6,8.0,philip martin,0,Arkansas Democrat-Gazette,2002-07-31
8,8.0,nell minow,0,Common Sense Media,2010-12-26
8,8.0,nick rogers,0,The Film Yap,2010-09-19
8,8.0,judith egerton,0,"Courier-Journal (Louisville, KY)",2004-07-01
8,8.0,no critic,0,Spirituality and Practice,2002-03-05
8,8.0,dennis schwartz,0,Ozus' World Movie Reviews,2001-02-14
8,8.0,no critic,1,New York Times,2000-01-01
8,8.0,roger ebert,1,At the Movies,2000-01-01
8,8.0,sean p. means,1,Film.com,2000-01-01
8,8.0,mike kerrigan,0,Boxoffice Magazine,2000-01-01
8,8.0,joe leydon,0,Film Scouts,2000-01-01
8,8.0,no critic,0,E! Online,2000-01-01
8,8.0,nell minow,0,Movie Mom,2000-01-01
8,8.0,bill mclochlin,0,TNT's Rough Cut,2000-01-01
8,8.0,louis b. hobson,0,Jam! Movies,2000-01-01
8,8.0,jim judy,0,Screen It!,2000-01-01
8,8.0,louis b. parks,1,Houston Chronicle,2000-01-01
8,8.0,jack garner,0,Rochester Democrat and Chronicle,2000-01-01
8,8.0,jon popick,0,Planet S Magazine,2000-01-01
8,8.0,susan stark,1,Detroit News,2000-01-01
8,8.0,susan wloszczyna,1,USA Today,2000-01-01
8,8.0,robert faires,0,Austin Chronicle,2000-01-01
8,8.0,joe baltake,0,Sacramento Bee,2000-01-01
8,8.0,monica eng,1,Chicago Tribune,2000-01-01
8,8.0,jeff vice,0,Deseret News (Salt Lake City),2000-01-01
8,8.0,jan stuart,1,Newsday,2000-01-01
8,8.0,lou lumenick,1,New York Post,2000-01-01
8,8.0,shirley sealy,0,Film Journal International,2000-01-01
8,8.0,peter stack,1,San Francisco Chronicle,2000-01-01
8,8.0,desson thomson,1,Washington Post,2000-01-01
8,8.0,jeffrey wachs,0,Reel.com,2000-01-01
8,8.0,bob aulert,0,culturevulture.net,2000-01-01
8,8.0,edward johnson-ott,0,NUVO Newsweekly,2000-01-01
8,8.0,harvey s. karten,0,Compuserve,2000-01-01
8,8.0,chris hewitt,0,St. Paul Pioneer Press,2000-01-01
8,8.0,jane sumner,1,Dallas Morning News,2000-01-01
8,8.0,jackie loohauis,0,Milwaukee Journal Sentinel,2000-01-01
8,8.0,eric lurio,0,Greenwich Village Gazette,2000-01-01
8,8.0,eleanor ringel,1,Atlanta Journal-Constitution,2000-01-01
8,8.0,lawrence toppman,0,Charlotte Observer,2000-01-01
8,8.0,john monaghan,1,Detroit Free Press,2000-01-01
8,8.0,david elliott,0,San Diego Union-Tribune,2000-01-01
8,8.0,dave white,0,IFilm,2000-01-01
8,8.0,philip booth,0,Orlando Weekly,2000-01-01
8,8.0,roger moore,1,Orlando Sentinel,2000-01-01
8,8.0,keith simanton,1,Seattle Times,2000-01-01
8,8.0,paula nechak,0,Seattle Post-Intelligencer,2000-01-01
8,8.0,malcolm ritter,1,Associated Press,2000-01-01
8,8.0,shawn levy,0,Oregonian,2000-01-01
8,8.0,tom sander,0,South Florida Sun-Sentinel,2000-01-01
8,8.0,maitland mcdonagh,0,TV Guide,2000-01-01
8,8.0,robert koehler,1,Variety,2000-01-01
8,8.0,janice kennedy,0,Ottawa Citizen,2000-01-01
8,8.0,glenn lovell,1,San Jose Mercury News,2000-01-01
8,8.0,kevin thomas,1,Los Angeles Times,2000-01-01
8,8.0,kevin maynard,1,Mr. Showbiz,2000-01-01
8,8.0,brian frank,0,Citysearch,2000-01-01
8,8.0,michael dequina,0,TheMovieReport.com,2000-01-01
8,8.0,frank swietek,0,One Guy's Opinion,2006-07-24
8,8.0,laura reiley,0,Palo Alto Weekly,2003-05-14
8,8.0,john r. mcewen,0,Film Quips Online,2003-02-08
8,8.0,no critic,0,Hollywood.com,2002-04-12
8,8.0,no critic,1,Globe and Mail,2002-03-22
8,6.0,brian webster,0,Apollo Guide,2001-07-24
8,6.0,robert roten,0,Laramie Movie Scope,2001-01-01
8,6.0,no critic,0,Empire Magazine,2000-01-01
8,6.0,eric d. snider,0,EricDSnider.com,2000-01-01
8,6.0,maryann johanson,0,Flick Filosopher,2000-01-01
8,6.0,erik childress,0,eFilmCritic.com,2000-01-01
8,6.0,ian waldron-mantgani,0,UK Critic,2000-01-01
8,6.0,james brundage,0,Filmcritic.com,2000-01-01
8,6.0,michael thomson,0,BBC.com,2000-01-01
8,6.0,scott a. mantz,0,Scott Mantz' Movie Reviews,2000-01-01
8,6.0,mac verstandig,0,Moviereviews.org,2000-01-01
8,6.0,steve rhodes,0,Internet Reviews,2000-01-01
8,6.0,mark r. leeper,0,rec.arts.movies.reviews,2000-01-01
10,6.0,no critic,0,Film4,2008-08-12
10,6.0,mark halverson,0,Sacramento News &amp; Review,2008-08-07
10,6.0,todd mccarthy,1,Variety,2008-08-06
10,6.0,danny graydon,0,Empire Magazine,2006-12-30
10,6.0,trevor johnston,1,Time Out,2006-01-26
10,6.0,scott weinberg,0,Apollo Guide,2004-03-16
10,6.0,david nusair,0,Reel Film Reviews,2003-08-01
10,6.0,brian mckay,0,eFilmCritic.com,2003-03-19
10,6.0,marrit ingman,0,Austin Chronicle,2003-03-10
10,6.0,john r. mcewen,0,Film Quips Online,2003-02-08
10,6.0,ian waldron-mantgani,0,UK Critic,2002-11-26
10,6.0,peter bradshaw,0,Guardian,2002-11-19
10,6.0,matthew turner,0,ViewLondon,2002-11-09
10,6.0,james rocchi,0,Netflix,2002-11-07
10,6.0,margaret a. mcgurk,0,Cincinnati Enquirer,2002-10-15
10,6.0,forrest hartman,0,Reno Gazette-Journal,2002-09-13
10,6.0,kevin n. laforest,0,Montreal Film Journal,2002-09-10
10,6.0,mark palermo,0,"The Coast (Halifax, Nova Scotia)",2002-08-29
10,6.0,robert roten,0,Laramie Movie Scope,2002-08-20
10,6.0,urban cinefile,0,Urban Cinefile,2002-08-18
10,6.0,garth franklin,0,Dark Horizons,2002-07-22
10,6.0,jonathan r. perry,0,Tyler Morning Telegraph (Texas),2002-07-11
10,6.0,no critic,0,Spirituality and Practice,2002-06-29
10,6.0,brian webster,0,Apollo Guide,2002-06-12
10,6.0,betty jo,0,ReelTalk Movie Reviews,2002-06-11
10,6.0,rich cline,0,Shadows on the Wall,2002-06-06
10,6.0,james sanford,0,Kalamazoo Gazette,2002-06-03
10,6.0,audrey rock-richardson,0,Tooele Transcript-Bulletin (Utah),2002-05-30
10,6.0,frank ochieng,0,Movie Eye,2002-03-04
10,6.0,mark dujsik,0,Mark Reviews Movies,2002-02-26
10,6.0,ethan alter,0,Film Journal International,2002-01-26
10,6.0,david keyes,0,Cinemaphile.org,2002-01-25
10,6.0,richard roeper,1,Ebert &amp; Roeper,2002-01-24
10,6.0,rita kempley,1,Washington Post,2002-01-22
10,6.0,james kendrick,0,Q Network Film Desk,2002-01-20
10,6.0,brian orndorf,0,Modamag.com,2002-01-20
10,6.0,paul tatara,1,CNN.com,2002-01-18
10,6.0,luke y. thompson,0,New Times,2002-01-17
10,6.0,mike mcgranaghan,0,Aisle Seat,2002-01-16
10,6.0,karina montgomery,0,Cinerina,2002-01-15
10,6.0,gary brown,0,Houston Community Newspapers,2002-01-15
10,6.0,mark ramsey,0,MovieJuice!,2002-01-14
10,6.0,susan granger,0,www.susangranger.com,2002-01-14
10,6.0,michael dequina,0,TheMovieReport.com,2002-01-13
10,6.0,prairie miller,0,WBAI Web Radio,2002-01-13
10,6.0,nell minow,0,Movie Mom,2002-01-13
10,6.0,christine james,0,Boxoffice Magazine,2002-01-13
10,6.0,james berardinelli,1,ReelViews,2002-01-12
10,6.0,max messier,0,Filmcritic.com,2002-01-11
10,6.0,dustin putman,0,TheFilmFile.com,2002-01-11
10,6.0,staci layne,0,Fantastica Daily,2002-01-11
10,6.0,donald munro,0,Fresno Bee,2002-01-11
10,6.0,mike clark,1,USA Today,2002-01-11
10,6.0,frank lovece,0,TV Guide,2002-01-11
10,6.0,geoff pevere,1,Toronto Star,2002-01-11
10,6.0,chris hewitt,0,St. Paul Pioneer Press,2002-01-11
10,6.0,mark rahner,1,Seattle Times,2002-01-11
10,6.0,eric d. snider,0,EricDSnider.com,2002-01-11
10,6.0,tony toscano,0,Talking Pictures (U.S.),2002-01-11
10,6.0,jim judy,0,Screen It!,2002-01-11
10,6.0,sean o'connell,0,Eclipse Magazine,2002-01-11
10,6.0,mick lasalle,1,San Francisco Chronicle,2002-01-11
10,6.0,david elliott,0,San Diego Union-Tribune,2002-01-11
10,6.0,joe baltake,0,Sacramento Bee,2002-01-11
10,6.0,jay boyar,1,Orlando Sentinel,2002-01-11
10,6.0,kim morgan,0,Oregonian,2002-01-11
10,6.0,gene seymour,1,Newsday,2002-01-11
10,6.0,charles savage,1,Miami Herald,2002-01-11
10,6.0,louis b. hobson,0,Jam! Movies,2002-01-11
10,6.0,bruce kirkland,0,Jam! Movies,2002-01-11
10,6.0,rick groen,1,Globe and Mail,2002-01-11
10,6.0,susan stark,1,Detroit News,2002-01-11
10,6.0,steven rosen,1,Denver Post,2002-01-11
10,6.0,ross brooks,0,Citysearch,2002-01-11
10,6.0,roger ebert,1,Chicago Sun-Times,2002-01-11
10,6.0,cynthia fuchs,0,Philadelphia City Paper,2002-01-11
10,6.0,no critic,0,Deseret News (Salt Lake City),2002-01-11
10,6.0,catherine o'hara,0,E! Online,2002-01-11
10,6.0,sue pierman,0,Milwaukee Journal Sentinel,2002-01-10
10,6.0,bob strauss,0,Los Angeles Daily News,2002-01-10
10,6.0,harvey s. karten,0,Compuserve,2002-01-10
10,6.0,desson thomson,1,Washington Post,2002-01-10
10,6.0,tom sander,0,South Florida Sun-Sentinel,2002-01-10
10,6.0,william arnold,0,Seattle Post-Intelligencer,2002-01-10
10,6.0,terry lawson,1,Detroit Free Press,2002-01-10
10,6.0,rod armstrong,0,Reel.com,2002-01-10
10,6.0,steven rea,1,Philadelphia Inquirer,2002-01-10
10,6.0,gary thompson,0,Philadelphia Daily News,2002-01-10
10,6.0,steve schneider,0,Orlando Weekly,2002-01-10
10,6.0,no critic,1,New York Times,2002-01-10
10,6.0,kevin thomas,1,Los Angeles Times,2002-01-10
10,6.0,eric lurio,0,Greenwich Village Gazette,2002-01-10
10,6.0,jane sumner,1,Dallas Morning News,2002-01-10
10,6.0,robert k. elder,1,Chicago Tribune,2002-01-10
10,6.0,lisa schwarzbaum,1,Entertainment Weekly,2002-01-10
10,6.0,lawrence toppman,0,Charlotte Observer,2002-01-10
10,6.0,mary f. pols,0,Contra Costa Times,2002-01-10
10,6.0,bob longino,1,Atlanta Journal-Constitution,2002-01-10
10,6.0,jeanne aufmuth,0,Palo Alto Weekly,2002-01-10
10,6.0,rob blackwelder,0,SPLICEDWire,2002-01-10
10,6.0,steve rhodes,0,Internet Reviews,2002-01-09
10,6.0,frank swietek,0,One Guy's Opinion,2002-01-09
10,6.0,scott chitwood,0,ComingSoon.net,2002-01-09
10,6.0,ross anthony,0,Hollywood Report Card,2002-01-09
10,6.0,peter travers,1,Rolling Stone,2002-01-08
10,6.0,david hunter,1,Hollywood Reporter,2002-01-08
10,6.0,guylaine cadorette,0,Hollywood.com,2002-03-02
13,6.0,jeff simon,0,Buffalo News,2018-04-09
13,6.0,heather huntington,0,ReelzChannel.com,2008-08-25
13,6.0,robert roten,0,Laramie Movie Scope,2007-11-17
13,6.0,no critic,0,Common Sense Media,2007-10-22
13,8.0,brian webster,0,Apollo Guide,2007-10-03
13,8.0,tim brayton,0,Antagony &amp; Ecstasy,2007-09-14
13,8.0,john beifuss,0,"Commercial Appeal (Memphis, TN)",2007-08-03
13,8.0,rob thomas,0,"Capital Times (Madison, WI)",2007-07-20
13,8.0,philip martin,0,Arkansas Democrat-Gazette,2007-06-29
13,8.0,scott collura,0,IGN Movies,2007-06-22
13,8.0,michael booth,1,Denver Post,2007-06-20
13,8.0,matthew turner,0,ViewLondon,2007-06-19
13,8.0,jonathan kiefer,0,Sacramento News &amp; Review,2007-06-18
13,8.0,duane dudek,0,Milwaukee Journal Sentinel,2007-06-14
13,8.0,anton bitel,0,Film4,2007-06-12
13,8.0,roger moore,1,Orlando Sentinel,2007-06-08
13,8.0,robert w. butler,0,Kansas City Star,2007-06-08
13,8.0,sean p. means,0,Salt Lake Tribune,2007-06-08
13,8.0,bill muller,1,Arizona Republic,2007-06-07
13,8.0,jeff vice,0,Deseret News (Salt Lake City),2007-06-07
13,8.0,cole haddon,0,Orlando Weekly,2007-06-07
13,8.0,peter bradshaw,0,Guardian,2007-06-02
13,8.0,philip french,0,Observer (UK),2007-06-02
13,8.0,wendy ide,0,Times (UK),2007-06-02
13,8.0,marjorie baumgarten,0,Austin Chronicle,2007-06-01
13,8.0,maryann johanson,0,Flick Filosopher,2007-06-01
13,8.0,cynthia fuchs,0,PopMatters,2007-05-30
13,8.0,desson thomson,1,Washington Post,2007-05-25
13,8.0,marc mohan,0,Oregonian,2007-05-25
13,8.0,sam toy,0,Empire Magazine,2007-05-25
13,8.0,trevor johnston,1,Time Out,2007-05-24
13,8.0,moira macdonald,1,Seattle Times,2007-05-18
13,8.0,paula nechak,0,Seattle Post-Intelligencer,2007-05-18
13,8.0,steven rea,1,Philadelphia Inquirer,2007-05-18
13,8.0,ty burr,1,Boston Globe,2007-05-18
13,8.0,sara michelle,0,MovieFreak.com,2007-05-17
13,8.0,chris hewitt,0,St. Paul Pioneer Press,2007-05-17
13,8.0,stella papamichael,0,BBC.com,2007-05-15
13,8.0,eric lurio,0,Greenwich Village Gazette,2007-05-14
13,8.0,frank swietek,0,One Guy's Opinion,2007-05-13
13,8.0,geoff pevere,1,Toronto Star,2007-05-11
13,8.0,mick lasalle,1,San Francisco Chronicle,2007-05-11
13,8.0,liz braun,0,Jam! Movies,2007-05-11
13,8.0,chris vognar,1,Dallas Morning News,2007-05-11
13,8.0,angela baldassarre,0,Sympatico.ca,2007-05-11
13,8.0,jeffrey m. anderson,0,Combustible Celluloid,2007-05-10
13,8.0,ted murphy,0,Murphy's Movie Reviews,2007-05-07
13,8.0,j. r. jones,1,Chicago Reader,2007-05-04
13,8.0,teresa budasi,1,Chicago Sun-Times,2007-05-04
13,8.0,michael phillips,1,Chicago Tribune,2007-05-03
13,8.0,matt pais,0,Metromix.com,2007-05-03
13,8.0,andy klein,0,Los Angeles CityBeat,2007-04-30
13,8.0,ethan alter,0,Premiere Magazine,2007-04-28
13,8.0,steve rhodes,0,Internet Reviews,2007-04-28
13,8.0,david fear,1,Time Out,2007-04-28
13,8.0,michelle orange,0,Reeler,2007-04-27
13,8.0,ken fox,0,TV Guide,2007-04-27
13,8.0,stephen whitty,1,Newark Star-Ledger,2007-04-27
